CLID	SYMBOL	NAME	MICROARRAY_CLASSIFICATION	TRADITIONAL_CLASSIFICATION	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18
IMAGE:810617	RPL21_	ribosomal_protein_L21_	None	None	0.00346	-0.00244	0.0077	0.00798	0.01131	0.00342	0.00627	-0.0061	0.00276	0.00932	-0.01151	-0.00466	0.00604	-0.00073	-0.00298	-0.00942	-0.01772	-0.01333
IMAGE:810621	KIAA1111_	KIAA1111_protein_	None	None	-0.00708	-0.0068	0.00341	-0.00035	0.00872	0.00594	0.00403	0.00213	-0.0038	-0.00642	-0.00581	0.00365	0.00005	0.00083	0.00865	0.01196	-0.00304	-0.00674
IMAGE:810661	FLJ2None552_	hypothetical_protein_FLJ20552_	G2/M	None	-0.00459	-0.00235	-0.01224	0.00354	0.01127	0.00498	-0.00479	0.00285	0.00446	0.00424	0.00186	0.00673	0.01243	-0.00045	-0.00445	0.00426	0.00176	-0.01154
IMAGE:810671	FLJ22269_	hypothetical_protein_FLJ22269_	None	None	0.00044	0.00538	-0.00472	0.00391	0.0031	-0.00333	-0.00491	-0.00959	0.00028	-0.00265	-0.00965	0.00669	0.0053	0.00029	-0.0026	-0.00558	0.004	-0.00885
IMAGE:810697	KATNB1_	katanin_p80_(WD40-containing)_subunit_B_1_	None	None	-0.00811	0.00283	0.00314	-0.00699	0.00462	-0.00489	0.00034	-0.0081	-0.00494	-0.01555	-0.0079	-0.0018	0.0057	0.00583	-0.00361	-0.00206	0.00376	-0.00908
IMAGE:810700	IMPA1_	**inositol(myo)-1(or_4)-monophosphatase_1_	None	None	0.00813	0.00634	-0.00889	-0.00222	-0.00266	0.00038	-0.0105	0.00807	-0.00663	-0.00792	-0.00349	-0.00628	0.00197	-0.00445	0.00354	0.00169	0.00981	-0.00797
IMAGE:810703	HDLBP_	**high_density_lipoprotein_binding_protein_(vigilin)_	None	None	-0.01686	-0.00586	0.00329	-0.0061	-0.00386	0.00328	0.00271	0.01189	-0.0013	-0.0088	0.00876	-0.00897	0.00241	0.01031	0.00088	-0.00152	0.01176	-0.00445
IMAGE:810711	SCD_	stearoyl-CoA_desaturase_(delta-9-desaturase)_	None	None	0.00447	-0.00487	-0.00314	0.00024	-0.00474	-0.00734	0.00464	0.00417	-0.02129	-0.01138	0.02274	0.00192	0.01869	0.00873	0.00062	0.02468	0.00177	-0.01052
IMAGE:810724	IER3_	immediate_early_response_3_	None	None	-0.04467	0.07902	-0.0186	0.05777	-0.01635	0.07016	0.00515	0.00101	-0.03909	-0.01154	-0.04263	-0.01087	-0.00149	-0.04306	-0.01025	-0.02178	0.0363	-0.00335
IMAGE:810725	ATP6VNoneB_	"ATPase,_H+_transporting,_lysosomal_21kD,_V0_subunit_c''_"	None	None	-0.0127	-0.01486	-0.00707	0.00996	-0.00817	-0.00075	-0.00703	-0.00969	0.00119	-0.00852	-0.00826	-0.01388	0.00904	0.00228	-0.00439	-0.00484	0.00105	-0.00717
IMAGE:810729	RCN1_	"reticulocalbin_1,_EF-hand_calcium_binding_domain_"	None	None	0.00189	0.00011	-0.00717	-0.00132	-0.00109	0.00453	0.00055	0.00969	-0.00098	0.00615	-0.00495	0.00404	-0.00637	-0.00491	0.01098	0.00163	-0.01051	-0.01033
IMAGE:810734	POLD4_	"polymerase_(DNA-directed),_delta_4_"	None	None	-0.01039	-0.00218	-0.00633	-0.01292	-0.00754	0.0027	0.00761	0.01254	-0.00751	0.00282	0.0086	-0.00912	0.00684	0.00395	-0.00242	0.01322	0.00383	-0.00815
IMAGE:810741	GABARAP_	GABA(A)_receptor-associated_protein_	None	None	-0.01051	-0.00611	-0.01738	-0.01069	0.0071	0.01846	0.00723	0.00822	-0.00435	-0.01127	0.00085	0.00173	0.00967	0.00944	0.0004	0.00373	-0.02232	-0.01131
IMAGE:810743	MLF2_	myeloid_leukemia_factor_2_	None	None	0.00566	0.00131	-0.00111	-0.00506	-0.00701	-0.00795	-0.0044	-0.0089	0.01446	-0.00204	-0.01225	-0.00271	-0.00078	-0.0095	-0.00434	0.00254	-0.00586	-0.01223
IMAGE:810753	CAPZA2_	"capping_protein_(actin_filament)_muscle_Z-line,_alpha_2_"	None	None	-0.0035	0.00114	0.00082	0.00339	0.00431	0.00377	-0.018	-0.00021	-0.01013	-0.00136	0.01376	-0.01073	0.00693	0.00152	0.00121	0.00193	-0.00246	-0.00932
IMAGE:810762	YKT6_	SNARE_protein_Ykt6_	None	None	-0.0002	0.00482	-0.00101	-0.00042	0.00684	-0.00024	0.00878	-0.00563	-0.00472	-0.00564	0.00341	0.01051	0.01165	-0.0004	0.00091	0.00172	0.02857	-0.00475
IMAGE:810772	None	Homo_sapiens_mRNA;_cDNA_DKFZp686D1577_(from_clone_DKFZp686D1577)_	None	None	0.00179	-0.01183	0.00233	-0.00276	-0.01215	-0.00443	-0.00338	-0.00226	0.00059	0.01111	0.02523	0.00439	-0.00201	-0.00163	0.00114	0.00365	-0.00219	-0.01202
IMAGE:810787	DNAJB1_	"DnaJ_(Hsp40)_homolog,_subfmaily_B,_member_1_"	G2	None	0.00831	0.00869	0.00475	-0.0138	-0.00519	-0.00497	0.00258	-0.00727	0.00729	0.00291	-0.03597	0.00266	-0.01594	0.00413	-0.02443	0.02215	-0.00326	-0.01162
IMAGE:810800	FLJ223None1_	hypothetical_protein_FLJ22301_	None	None	-0.00902	-0.00743	0.00266	-0.00923	0.00635	0.01108	0.01543	-0.00191	0.00416	-0.00192	-0.00021	-0.00327	-0.00306	0.01274	0.00348	0.00394	0.00064	-0.00674
IMAGE:810801	AGRN_	agrin_	None	None	0.03151	-0.00092	0.01868	0.00044	-0.01965	-0.01424	0.02463	0.00157	0.01474	-0.02033	-0.01319	-0.01038	-0.01425	-0.01677	-0.00424	0.01384	-0.02644	-0.0225
IMAGE:810846	KIAA1181_	KIAA1181_protein_	None	None	-0.05524	-0.04978	0.00114	0.04146	0.02804	-0.0254	-0.02371	-0.0074	0.01111	-0.02206	-0.00017	-0.01972	-0.02385	0.00292	-0.03946	-0.02334	0.02993	-0.00318
IMAGE:810852	NPDNoneNone2_	NPD002_protein_	None	None	0.01088	-0.00587	-0.00328	0.00977	-0.0116	-0.00069	0.00252	0.00241	0.00132	0.00792	-0.00558	-0.00628	-0.01386	0.00501	0.01126	0.00107	-0.01234	-0.0121
IMAGE:810861	GORASP1_	"golgi_reassembly_stacking_protein_1,_65_kDa_"	None	None	-0.01487	-0.00929	-0.00301	-0.00679	-0.00685	0.00706	-0.00371	0.00077	-0.00628	-0.00938	0.01388	-0.0004	0.00252	-0.00053	0.00508	0.00575	-0.00501	-0.00766
IMAGE:810864	LOC51None96_	CGI-48_protein_	None	None	-0.00079	-0.01096	0.00202	-0.00739	0.00307	-0.00296	0.00535	0.01427	0.01265	-0.01202	-0.00913	-0.00352	-0.00699	-0.00294	0.0068	0.00487	-0.00127	-0.00728
IMAGE:810878	DKFZP434GNone31None_	hypothetical_protein_DKFZP434G0310_	None	None	0.00227	-0.0013	0.00386	-0.00337	0.00568	0.00077	0.0067	0.01112	-0.00595	-0.00695	-0.01317	0.00083	0.00032	-0.0018	0.00327	0.00541	-0.00228	-0.00845
IMAGE:810899	CKS1_	CDC28_protein_kinase_1_	G2/M	None	0.0148	0.00435	0.00129	0.02151	-0.01115	0.0011	0.00432	0.00992	0.01388	-0.02089	-0.02048	0.01193	-0.00911	-0.00716	-0.0401	0.03581	-0.01404	-0.01992
IMAGE:810923	SEPN1_	"selenoprotein_N,_1_"	None	None	-0.00367	-0.00261	-0.00484	-0.01183	0.00869	0.00148	0.01218	0.00428	0.015	-0.00878	0.00623	0.01107	-0.00905	-0.00075	-0.00025	0.0082	-0.00505	-0.01031
IMAGE:810934	ELN_	"elastin_(supravalvular_aortic_stenosis,_Williams-Beuren_syndrome)_"	None	None	0.00279	-0.0006	-0.0023	-0.00724	0.00873	-0.00094	-0.00372	-0.00578	0.00436	-0.00252	-0.01165	-0.00144	0.00524	0.01435	0.00375	-0.01049	0.00486	-0.0081
IMAGE:810942	IDH3G_	isocitrate_dehydrogenase_3_(NAD+)_gamma_	None	None	0.00845	0.01709	0.005	-0.00515	0.01299	-0.0133	0.00897	-0.00424	0.01393	-0.0247	-0.0149	-0.00184	0.001	-0.00236	-0.01375	0.00142	0.00602	-0.01041
IMAGE:810945	SNX5_	sorting_nexin_5_	None	None	-0.00252	-0.00792	0.00253	0.01888	-0.00239	-0.01024	-0.00634	0.00154	-0.00519	-0.00631	-0.01187	-0.00045	-0.00434	-0.00245	-0.00551	-0.00923	-0.00164	-0.01015
IMAGE:810974	SMARCA3_	"SWI/SNF_related,_matrix_associated,_actin_dependent_regulator_of_chromatin,_subfamily_a,_member_3_"	None	None	0.00287	0.0034	0.00412	0.00861	0.00118	-0.0068	-0.00128	0.00915	-0.00569	0.00223	0.00138	0.00321	-0.00307	0.006	0.01484	0.01046	0.00007	-0.00899
IMAGE:810979	MRPS2_	mitochondrial_ribosomal_protein_S2_	M/G1	None	0.01814	0.00517	0.00712	0.00128	-0.00655	-0.00959	-0.00171	-0.00197	-0.00417	0.00084	0.00618	-0.00499	0.00498	-0.01247	-0.01396	-0.0037	0.00218	-0.01344
IMAGE:810986	PPP1R11_	"protein_phosphatase_1,_regulatory_(inhibitor)_subunit_11_"	None	None	-0.00508	-0.01246	-0.00264	-0.00525	0.00084	0.0025	0.0083	0.01368	0.00762	-0.00152	-0.00904	0.00195	0.0069	-0.00361	0.00511	0.00943	-0.00348	-0.00796
IMAGE:810989	NIFIE14_	seven_transmembrane_domain_protein_	None	None	0.00696	-0.00093	-0.01179	-0.00324	-0.01526	-0.00088	-0.00281	0.00228	-0.01105	0.00267	0.00611	-0.00152	-0.00716	-0.00561	-0.01001	0.00623	-0.01501	-0.01171
IMAGE:810992	NAPG_	"N-ethylmaleimide-sensitive_factor_attachment_protein,_gamma_"	None	None	0.00449	0.0031	0.00023	-0.00268	0.00427	0.00343	-0.00418	0.01819	-0.00165	-0.00023	0.00157	0.00356	-0.00622	0.00649	-0.00081	-0.00681	-0.00063	-0.00954
IMAGE:810996	None	Homo_sapiens_mRNA;_cDNA_DKFZp564C1563_(from_clone_DKFZp564C1563)_	None	None	-0.01854	0.0002	-0.00824	-0.01194	-0.00292	0.00393	-0.00851	0.00895	-0.00072	-0.0024	-0.00779	0.00015	0.00043	-0.0081	0.00282	0.00392	-0.00549	-0.00727
IMAGE:810999	GPX1_	glutathione_peroxidase_1_	None	None	-0.01382	-0.02228	0.01429	-0.00002	0.01074	-0.00244	-0.00654	-0.00279	-0.00351	0.0161	0.00182	-0.00996	-0.02035	-0.01447	-0.0098	-0.02241	-0.01649	-0.01379
IMAGE:811012	PRKAR1B_	"protein_kinase,_cAMP-dependent,_regulatory,_type_I,_beta_"	None	None	0.00688	0.00326	-0.00696	-0.00424	0.00551	-0.00463	0.00473	0.01429	-0.00127	-0.01	-0.00348	0.00893	-0.00141	-0.00107	-0.00175	-0.00098	0.0125	-0.00759
IMAGE:811023	SMCX_	"Smcx_homolog,_X_chromosome_(mouse)_"	None	None	-0.00725	-0.00309	0.00422	-0.00246	-0.00901	0.00384	-0.00174	-0.00063	-0.00109	-0.0058	0.00241	0.00425	0.00212	0.00196	-0.00526	0.01162	0.0074	-0.00867
IMAGE:811024	BST2_	bone_marrow_stromal_cell_antigen_2_	None	None	0.00621	0.00053	0.00944	-0.001	-0.01348	-0.00853	0.00287	-0.00618	-0.00567	-0.00206	0.00556	-0.00934	0.0032	-0.00923	-0.00603	0.01064	-0.01068	-0.01396
IMAGE:811028	None	ESTs_	G1/S	None	-0.04325	0.0353	0.02667	0.05075	-0.01047	0.02758	0.05173	0.01038	0.01019	0.06031	0.01563	-0.00372	-0.0031	-0.02968	-0.00983	-0.05792	0.01135	-0.00915
IMAGE:811029	KIAANone365_	KIAA0365_gene_product_	None	None	-0.00237	-0.01242	0.01051	0.01096	-0.0069	-0.01202	-0.00795	-0.00747	-0.02208	0.00177	-0.01146	-0.00087	-0.00645	0.00133	0.00939	-0.00631	-0.01603	-0.01094
IMAGE:811032	None	"ESTs,_Weakly_similar_to_2004399A_chromosomal_protein_[Homo_sapiens]_[H.sapiens]_"	None	None	-0.00311	0.00614	-0.00068	-0.0055	-0.00454	-0.00174	-0.00571	-0.00582	-0.01143	-0.01848	-0.00544	-0.01204	-0.01039	0.0042	-0.0023	0.00318	0.00538	-0.00794
IMAGE:811035	KIAANone963_	KIAA0963_protein_	None	None	0.00753	-0.00597	-0.00592	-0.01061	0.00846	-0.00078	0.00897	0.01346	0.00519	-0.00137	-0.01149	-0.00663	0.00841	-0.00294	-0.00188	0.00199	-0.01323	-0.01339
IMAGE:811058	LOC51None29_	CGI-146_protein_	None	None	0.0073	-0.00048	-0.01659	0.00728	-0.01214	-0.00033	-0.01173	0.00743	-0.00525	-0.01263	-0.00777	-0.00128	-0.00063	0.0062	-0.00997	-0.00551	0.01435	-0.0071
IMAGE:811067	None	"Homo_sapiens,_clone_IMAGE:3028427,_mRNA,_partial_cds_"	M/G1	None	-0.00446	-0.02192	-0.00354	0.01308	0.00306	-0.01068	0.00176	0.0184	-0.00143	0.00008	0.0155	-0.00177	0.00054	-0.00759	-0.01153	0.0182	-0.00317	-0.01057
IMAGE:811096	ITGB4_	"integrin,_beta_4_"	None	None	0.00887	0.00268	-0.00126	0.01167	-0.0192	0.00673	-0.01003	-0.00256	-0.01538	-0.01198	-0.00878	0.00949	-0.00095	0.01308	0.00401	0.00291	0.00742	-0.00819
IMAGE:811097	NOLA2_	"nucleolar_protein_family_A,_member_2_(H/ACA_small_nucleolar_RNPs)_"	None	None	0.00486	0.00236	0.00318	0.00161	-0.0131	0.00358	0.00161	0.00066	-0.00973	-0.01534	0.01544	-0.00149	0.00839	0.01591	-0.0084	-0.00448	-0.01349	-0.0132
IMAGE:811108	TRIP6_	thyroid_hormone_receptor_interactor_6_	None	None	0.00205	-0.0113	0.01554	0.00951	-0.00842	0.00599	0.00829	-0.009	-0.0011	-0.00088	-0.00266	-0.01132	0.00829	-0.00437	-0.01367	-0.0031	0.00747	-0.00919
IMAGE:811121	None	Homo_sapiens_mRNA;_cDNA_DKFZp586B1922_(from_clone_DKFZp586B1922)_	None	None	0.00047	0.00312	0.01424	-0.00191	0.00496	-0.0086	0.00324	0.00297	0.0144	-0.01204	-0.00195	0.00677	-0.01496	0.00518	0.00309	-0.00019	0.00654	-0.00821
IMAGE:811138	None	"**ESTs,_Highly_similar_to_hypothetical_protein_[Homo_sapiens]_[H.sapiens]_"	None	None	-0.00866	-0.00498	0.00882	-0.01026	0.00217	0.00332	0.01268	0.00715	0.00306	-0.00644	0.01021	-0.0037	0.00853	0.00166	0.00274	0.00323	-0.00249	-0.01002
IMAGE:811145	AES_	amino-terminal_enhancer_of_split_	None	None	-0.01221	-0.00879	0.02	-0.00399	-0.00109	-0.00427	-0.00391	0.00745	-0.00672	-0.00286	0.02153	0.0099	0.00367	-0.00277	-0.00282	-0.00687	-0.01615	-0.01344
IMAGE:811156	FLJ2None273_	RNA-binding_protein_	None	None	0.0052	0.00575	-0.01912	-0.00667	0.00748	-0.00062	0.00024	-0.0031	0.00233	-0.00894	0.00263	0.00365	-0.00355	0.01147	0.00074	0.00203	0.01033	-0.00714
IMAGE:811166	YWHAZ_	"tyrosine_3-monooxygenase/tryptophan_5-monooxygenase_activation_protein,_zeta_polypeptide_"	None	None	-0.00277	-0.00805	-0.00959	0.00923	-0.00929	-0.01135	-0.00555	-0.01157	-0.01259	0.01464	0.00055	0.00072	-0.00708	-0.00874	0.00128	0.0062	0.00439	-0.00842
IMAGE:811168	TFIP11_	tuftelin_interacting_protein_11_	None	None	-0.00407	-0.0013	0.00484	-0.00448	0.00798	0.00233	-0.00077	-0.0061	0.0003	-0.00435	0.00043	-0.00227	-0.00395	-0.00068	0.00225	0.00129	0.0022	-0.0069
IMAGE:81129	MYH9_	"myosin,_heavy_polypeptide_9,_non-muscle_"	None	None	0.00778	-0.0097	0.01783	-0.03257	-0.02875	0.02194	-0.00345	0.01417	0.02589	-0.00232	-0.01871	-0.00241	-0.01432	-0.01487	0.00623	-0.00382	0.01297	-0.00634
IMAGE:811582	GOLPH2_	golgi_phosphoprotein_2_	None	None	0.01242	0.00431	0.00381	0.00957	0.00932	-0.00387	-0.00151	-0.00292	-0.00454	-0.00815	0.00241	-0.01937	0.0006	-0.00919	-0.00238	-0.00552	-0.00232	-0.01127
IMAGE:811606	LOC51142_	16.7Kd_protein_	None	None	-0.00588	-0.002	-0.00974	-0.00264	0.00267	0.0098	-0.00684	-0.0022	-0.01319	-0.00874	0.00089	-0.00175	-0.00108	0.00593	0.00355	-0.00179	-0.01683	-0.01358
IMAGE:811652	None	"Homo_sapiens_cDNA_FLJ40409_fis,_clone_TESTI2037723_"	None	None	-0.01345	-0.01	-0.00365	-0.00291	-0.00883	-0.00247	0.00469	-0.00033	-0.00221	-0.00382	-0.00775	0.00039	0.00884	-0.00878	0.00092	0.00534	0.00059	-0.00692
IMAGE:811740	ITGA2_	"integrin,_alpha_2_(CD49B,_alpha_2_subunit_of_VLA-2_receptor)_"	None	None	0.01127	0.00428	0.03508	-0.00992	-0.05908	-0.01622	0.01721	0.0193	0.03917	0.0042	0.01502	0.04761	-0.01848	-0.05293	-0.02312	-0.01762	0.04374	-0.00815
IMAGE:811761	NBS1_	**Nijmegen_breakage_syndrome_1_(nibrin)_	None	None	-0.00718	0.00084	-0.00392	0.0097	-0.01354	-0.01108	-0.01232	-0.01207	-0.00463	-0.00979	-0.01704	0.00121	0.00344	0.00173	-0.00152	-0.00097	0.01589	-0.00688
IMAGE:811792	GSS_	glutathione_synthetase_	None	None	-0.01183	0.00153	0.01485	-0.0023	0.0096	-0.00452	-0.00524	-0.00634	-0.00916	0.00073	0.00821	-0.01706	0.00028	-0.00648	-0.00772	-0.01172	-0.00199	-0.01027
IMAGE:811808	FLJ13725_	hypothetical_protein_FLJ13725_	None	None	0.00321	-0.00277	-0.00086	-0.01059	-0.01154	0.01971	-0.00512	0.00031	0.00467	0.00803	-0.00088	-0.00503	-0.00684	0.00439	-0.01257	-0.01007	0.01891	-0.00754
IMAGE:811832	MGC5338_	hypothetical_protein_MGC5338_	M/G1	None	-0.00521	0.00038	0.01011	-0.03268	0.01017	0.00446	0.00667	0.00947	-0.00113	0.00001	-0.01716	0.02779	0.00781	0.00856	-0.01024	0.0061	0.00896	-0.008
IMAGE:811842	SRP72_	signal_recognition_particle_72kD_	None	None	-0.00767	-0.00437	-0.00795	-0.00262	-0.00542	-0.00373	-0.00323	-0.00028	0.00361	-0.00018	0.00585	0.00063	0.00786	-0.0038	0.00516	-0.00277	0.00173	-0.00871
IMAGE:811843	SUOX_	sulfite_oxidase_	None	None	0.00394	0.02085	-0.00699	-0.00239	0.00294	-0.01253	0.00177	-0.00785	0.00527	-0.00163	-0.01006	-0.00822	-0.00331	0.0092	-0.00165	-0.00711	0.00531	-0.00929
IMAGE:811851	GYG2_	glycogenin_2_	None	None	0.00573	-0.01299	0.02162	0.00947	-0.01786	-0.00716	-0.00266	-0.00176	0.00385	-0.00007	-0.00986	0.00907	-0.00643	-0.01125	0.01183	0.01012	-0.0009	-0.00876
IMAGE:811870	DNCLI2_	"dynein,_cytoplasmic,_light_intermediate_polypeptide_2_"	None	None	-0.01507	-0.00238	-0.01734	-0.00282	-0.00002	0.00602	0.00826	-0.00186	0.00085	0.00665	-0.02022	-0.00972	-0.0151	0.01393	-0.01032	-0.012	0.00698	-0.00614
IMAGE:811877	FBXO9_	F-box_only_protein_9_	None	None	-0.00801	-0.00912	0.00174	0.01374	-0.0037	0.00989	-0.00147	0.01359	-0.00858	-0.00965	-0.00171	0.00484	0.00052	0.00644	0.01335	-0.00138	-0.00919	-0.00875
IMAGE:811907	FLJ22None56_	hypothetical_protein_FLJ22056_	None	None	-0.00183	-0.00656	0.00357	0.00636	0.00195	0.02337	0.01108	0.00139	0.00331	-0.00297	0.00422	-0.00524	0.01002	0.00794	-0.00705	0.01012	-0.00852	-0.01085
IMAGE:811911	None	"**Homo_sapiens,_Similar_to_RNA_binding_motif_protein_4,_clone_MGC:31970_IMAGE:5258497,_mRNA,_complete_cds_"	None	None	-0.00329	-0.0122	-0.00142	-0.00824	0.00513	0.00261	0.01787	-0.01173	-0.01112	-0.00035	-0.01487	-0.01589	-0.00131	0.0079	0.00328	-0.00172	0.00274	-0.00737
IMAGE:811918	BTBD3_	BTB_(POZ)_domain_containing_3_	M/G1	None	0.00676	-0.00409	0.0002	-0.01005	0.00801	0.00387	-0.00281	0.01135	-0.00797	0.0035	-0.00323	0.00578	0.00563	0.00209	-0.0017	0.02378	-0.0055	-0.00825
IMAGE:811975	None	ESTs_	None	None	0.01223	0.01101	-0.01909	-0.00747	0.00055	-0.0113	-0.00775	-0.00703	0.0013	0.00284	0.00264	-0.00979	-0.00178	0.00023	-0.00421	-0.00464	0.00755	-0.01036
IMAGE:811983	ZNF37A_	zinc_finger_protein_37a_(KOX_21)_	None	None	0.00412	0.00054	0.02001	0.00374	0.00132	-0.01221	0.00784	-0.00609	0.00299	0.00821	-0.00019	-0.00797	0.0064	-0.00588	0.00738	0.00769	-0.00419	-0.00892
IMAGE:812048	PRNP_	"prion_protein_(p27-30)_(Creutzfeld-Jakob_disease,_Gerstmann-Strausler-Scheinker_syndrome,_fatal_familial_insomnia)_"	None	None	-0.01242	0.00975	-0.00347	-0.00645	0.00066	-0.00959	0.0065	0.00532	-0.00538	0.00549	0.00912	0.0075	-0.00026	-0.01349	0.00673	-0.00529	0.00621	-0.00782
IMAGE:812063	UBL4_	ubiquitin-like_4_	None	None	-0.00468	-0.01126	0.01658	-0.00946	0.00641	0.01323	0.00188	-0.00042	0.00289	-0.00152	0.01035	0.00059	0.01321	0.00409	-0.00388	0.00021	0.00675	-0.00717
IMAGE:812069	LOC113251_	c-Mpl_binding_protein_	None	None	0.00096	-0.01126	-0.00312	-0.00347	0.00583	-0.00499	0.01405	0.00292	-0.00228	-0.00274	-0.00086	0.00774	0.00325	-0.01063	-0.00341	-0.00339	0.02229	-0.00492
IMAGE:812144	FLJ2None58None_	hypothetical_protein_FLJ20580_	None	None	-0.00605	-0.01362	-0.00766	-0.00071	0.02245	0.01719	0.0063	0.01799	0.00547	-0.00171	0.00164	-0.00335	0.00116	-0.00271	0.00344	0.00192	-0.00289	-0.00693
IMAGE:812153	FLJ13None81_	hypothetical_protein_FLJ13081_	None	None	0.00138	0.00161	-0.02619	-0.00846	-0.00241	0.0134	-0.01467	-0.00787	0.00046	-0.00241	0.0076	-0.01182	-0.01104	0.00803	0.00303	-0.01346	0.01296	-0.0069
IMAGE:812155	RABGGTB_	"Rab_geranylgeranyltransferase,_beta_subunit_"	None	None	0.00449	0.00447	0.00216	-0.00367	0.00624	0.01098	-0.00125	-0.00001	-0.00028	-0.00699	0.00836	0.00395	0.00383	0.00131	-0.01347	0.00105	-0.0052	-0.01101
IMAGE:812167	GGA3_	"golgi_associated,_gamma_adaptin_ear_containing,_ARF_binding_protein_3_"	None	None	0.00346	-0.00192	-0.00229	0.00963	-0.0015	0.01034	-0.00465	0.0033	-0.00523	-0.00849	0.01059	0.00257	0.00745	0.00705	-0.01263	0.00811	0.00029	-0.01114
IMAGE:812184	None	Homo_sapiens_mRNA;_cDNA_DKFZp451E2019_(from_clone_DKFZp451E2019)_	None	None	-0.00995	-0.01293	-0.02043	-0.00593	-0.01683	0.01163	0.00266	0.00574	0.00903	0.00384	-0.00293	-0.01115	-0.00257	0.00799	-0.0088	-0.00165	0.00919	-0.00502
IMAGE:812196	UGCG_	UDP-glucose_ceramide_glucosyltransferase_	None	None	0.00055	0.0027	0.00943	0.00258	0.00309	-0.01112	0.00543	0.00417	-0.0043	-0.01137	-0.00015	0.00011	-0.00156	0.01283	-0.00122	-0.00434	0.00387	-0.00836
IMAGE:812217	PDE8B_	phosphodiesterase_8B_	None	None	0.00327	-0.00097	-0.00833	0.00731	-0.00661	-0.00863	-0.00511	0.01731	-0.0147	-0.00987	0.00406	-0.0035	-0.01733	0.01411	-0.00066	0.00358	0.00157	-0.00886
IMAGE:812227	SLC9A1_	"solute_carrier_family_9_(sodium/hydrogen_exchanger),_isoform_1_(antiporter,_Na+/H+,_amiloride_sensitive)_"	None	None	0.00203	-0.00379	0.00022	-0.00919	0.0205	0.019	0.00454	0.01752	0.00659	-0.01668	0.00445	0.01191	0.01311	-0.01659	-0.0056	0.00349	-0.00528	-0.01016
IMAGE:812238	MGC4692_	hypothetical_protein_MGC4692_	None	None	-0.00005	0.00479	-0.00505	-0.01084	0.00736	-0.00283	0.00798	0.00712	0.01351	-0.00039	-0.00239	-0.00168	0.00384	0.00924	-0.02146	-0.0202	-0.01188	-0.01237
IMAGE:812243	None	ESTs_	None	None	-0.01855	0.00525	0.00193	-0.0013	0.00742	-0.00475	0.00758	-0.00359	-0.01808	-0.01113	-0.00707	0.00973	-0.00223	-0.0046	0.00179	-0.00408	0.0014	-0.00723
IMAGE:812251	MAPKAPK2_	mitogen-activated_protein_kinase-activated_protein_kinase_2_	None	None	-0.01578	0.00965	-0.01044	-0.01193	0.01059	0.00237	0.00768	0.00347	0.00686	-0.00923	-0.00991	-0.00762	0.00437	-0.00783	-0.00274	-0.00018	-0.01362	-0.01094
IMAGE:812300	FLJ2None265_	hypothetical_protein_FLJ20265_	None	None	0.00257	-0.00102	-0.00543	-0.00331	-0.01454	0.00452	0.0074	0.00653	0.01136	-0.00414	-0.00049	0.00229	-0.00144	-0.00264	-0.01472	-0.01073	0.01038	-0.00691
IMAGE:81289	ACTG2_	"actin,_gamma_2,_smooth_muscle,_enteric_"	None	None	0.00485	-0.01323	-0.01788	-0.00221	-0.01711	0.00248	-0.00224	-0.0202	0.00544	0.00026	-0.03193	-0.02135	-0.00129	-0.02265	0.00002	-0.00399	0.03526	-0.00684
IMAGE:812965	MYC_	v-myc_myelocytomatosis_viral_oncogene_homolog_(avian)_	None	None	0.03616	-0.00338	0.00839	0.0007	0.01553	0.0073	0.01149	0.00103	0.00313	-0.01483	0.01156	0.00476	0.03174	-0.01808	-0.00312	0.00395	0.0007	-0.01551
IMAGE:813149	H2BFQ_	"H2B_histone_family,_member_Q_"	M/G1	S	0.01125	-0.00897	-0.00437	0.00416	0.01249	0.00486	-0.00475	-0.01136	-0.0045	-0.01577	0.00601	0.00615	0.00666	-0.0022	0.00243	-0.0084	0.00162	-0.00652
IMAGE:813158	DRG2_	developmentally_regulated_GTP_binding_protein_2_	None	None	0.00137	-0.00979	0.00173	0.01189	0.00619	0.00847	0.00515	-0.01201	-0.00998	-0.0072	-0.01109	-0.00788	0.00882	0.00587	-0.0009	0.00233	0.00357	-0.0084
IMAGE:813179	IGF1_	insulin-like_growth_factor_1_(somatomedin_C)_	None	None	-0.00479	0.00384	-0.01197	-0.02215	0.0065	-0.00017	-0.01205	-0.00471	-0.00758	0.00872	-0.00918	0.00758	0.00086	-0.0015	0.01758	0.00497	-0.00574	-0.0088
IMAGE:813249	SEC22L1_	**SEC22_vesicle_trafficking_protein-like_1_(S._cerevisiae)_	None	None	-0.00609	0.01018	0.00834	-0.0059	0.0097	-0.00378	0.01732	-0.00799	0.00394	0.00386	0.00162	-0.0015	-0.00179	0.00516	0.00812	0.00146	0.00129	-0.00733
IMAGE:813279	APEH_	N-acylaminoacyl-peptide_hydrolase_	None	None	0.0028	-0.00901	-0.01473	-0.00431	-0.00317	-0.00389	0.01737	-0.01296	-0.0026	0.00633	-0.00001	-0.002	-0.01396	-0.02916	-0.01123	0.00016	-0.00668	-0.01086
